city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Fort Irwin,Fort Irwin,CA,California,6071,San Bernardino,6071,San Bernardino,35.2476,-116.6834,9053,501,polygon,TRUE,TRUE,America/Los_Angeles,3,92310,1840117542
Mariposa,Mariposa,CA,California,6043,Mariposa,6043,Mariposa,37.4873,-119.9683,1338,170,polygon,FALSE,FALSE,America/Los_Angeles,3,95338,1840112214
Wallace,Wallace,CA,California,6009,Calaveras,6009,Calaveras,38.1978,-120.9586,1002,89,polygon,FALSE,FALSE,America/Los_Angeles,3,95254,1840113364
Acampo,Acampo,CA,California,6077,San Joaquin,6077,San Joaquin,38.1735,-121.2798,520,214,polygon,FALSE,FALSE,America/Los_Angeles,3,95220,1840118010
Mentone,Mentone,CA,California,6071,San Bernardino,6071,San Bernardino,34.0609,-117.1109,10129,637,polygon,FALSE,FALSE,America/Los_Angeles,3,92359 92374,1840112806
Waukena,Waukena,CA,California,6107,Tulare,6107,Tulare,36.1361,-119.5109,148,60,polygon,FALSE,FALSE,America/Los_Angeles,3,93274,1840116516
Desert Center,Desert Center,CA,California,6065,Riverside,6065,Riverside,33.7378,-115.3666,156,1,polygon,FALSE,FALSE,America/Los_Angeles,3,92239,1840114513
Port Costa,Port Costa,CA,California,6013,Contra Costa,6013,Contra Costa,38.0446,-122.185,178,434,polygon,FALSE,FALSE,America/Los_Angeles,3,94569,1840113060
Cromberg,Cromberg,CA,California,6063,Plumas,6063,Plumas,39.8684,-120.6905,154,6,polygon,FALSE,FALSE,America/Los_Angeles,3,96103,1840111745
Highland,Highland,CA,California,6071,San Bernardino,6071,San Bernardino,34.1113,-117.1654,55342,1139,polygon,FALSE,TRUE,America/Los_Angeles,3,92359 92410 92346,1840105716
Hidden Hills,Hidden Hills,CA,California,6037,Los Angeles,6037,Los Angeles,34.1637,-118.6612,1921,439,polygon,FALSE,TRUE,America/Los_Angeles,3,91302,1840107482
Los Osos,Los Osos,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.3068,-120.8249,15714,475,polygon,FALSE,FALSE,America/Los_Angeles,3,93402 93412,1840111861
Encinitas,Encinitas,CA,California,6073,San Diego,6073,San Diego,33.049,-117.2613,63184,1285,polygon,FALSE,TRUE,America/Los_Angeles,3,92007 92075 92024 92023,1840105702
Los Olivos,Los Olivos,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.6647,-120.118,788,123,polygon,FALSE,FALSE,America/Los_Angeles,3,93441,1840114584
Johnsville,Johnsville,CA,California,6063,Plumas,6063,Plumas,39.7663,-120.713,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,96103,1840112470
Pi̱on Hills,Pinon Hills,CA,California,6071,San Bernardino,6071,San Bernardino,34.4438,-117.6214,7583,91,polygon,FALSE,FALSE,America/Los_Angeles,3,92371 92372,1840117297
Sanger,Sanger,CA,California,6019,Fresno,6019,Fresno,36.6992,-119.5576,27582,1686,polygon,FALSE,TRUE,America/Los_Angeles,3,93657,1840011453
Oakland,Oakland,CA,California,6001,Alameda,6001,Alameda,37.7903,-122.2165,425195,2937,polygon,FALSE,TRUE,America/Los_Angeles,2,94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94609 94605 94608 94604 94614 94615 94617 94620 94622 94623 94624 94649 94659 94660 94661 94666,1840011429
Shell Ridge,Shell Ridge,CA,California,6013,Contra Costa,6013,Contra Costa,37.906,-122.0344,1328,1192,polygon,FALSE,TRUE,America/Los_Angeles,3,94598,1840114655
Greenacres,Greenacres,CA,California,6029,Kern,6029,Kern,35.3831,-119.1184,5705,1157,polygon,FALSE,FALSE,America/Los_Angeles,3,93312,1840117615
Lockeford,Lockeford,CA,California,6077,San Joaquin,6077,San Joaquin,38.1508,-121.1554,3283,151,polygon,FALSE,FALSE,America/Los_Angeles,3,95240 95237,1840112631
La Porte,La Porte,CA,California,6063,Plumas,6063,Plumas,39.6725,-120.9852,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,95981,1840112523
View Park-Windsor Hills,View Park-Windsor Hills,CA,California,6037,Los Angeles,6037,Los Angeles,33.9955,-118.3484,11308,2371,polygon,FALSE,TRUE,America/Los_Angeles,2,90008 90043 90056,1840113353
Indian Falls,Indian Falls,CA,California,6063,Plumas,6063,Plumas,40.0587,-120.9803,115,24,polygon,FALSE,FALSE,America/Los_Angeles,3,95934,1840112440
Tara Hills,Tara Hills,CA,California,6013,Contra Costa,6013,Contra Costa,37.9939,-122.3188,5160,2997,polygon,FALSE,FALSE,America/Los_Angeles,2,94806,1840113551
East San Gabriel,East San Gabriel,CA,California,6037,Los Angeles,6037,Los Angeles,34.1198,-118.0807,15832,3914,polygon,FALSE,FALSE,America/Los_Angeles,2,91775,1840112078
Richfield,Richfield,CA,California,6103,Tehama,6103,Tehama,39.9738,-122.1733,275,194,polygon,FALSE,FALSE,America/Los_Angeles,3,96021,1840117587
Sea Ranch,Sea Ranch,CA,California,6097,Sonoma,6097,Sonoma,38.7166,-123.4528,1137,27,polygon,FALSE,FALSE,America/Los_Angeles,3,95497,1840114652
Lake Sherwood,Lake Sherwood,CA,California,6111,Ventura,6111,Ventura,34.1339,-118.8804,1832,225,polygon,FALSE,TRUE,America/Los_Angeles,3,91361,1840116488
Cypress,Cypress,CA,California,6059,Orange,6059,Orange,33.8171,-118.0386,49064,2864,polygon,FALSE,TRUE,America/Los_Angeles,2,90630,1840105695
Belvedere,Belvedere,CA,California,6041,Marin,6041,Marin,37.8735,-122.4662,2126,1580,polygon,FALSE,TRUE,America/Los_Angeles,3,94920,1840106271
Comptche,Comptche,CA,California,6045,Mendocino,6045,Mendocino,39.2651,-123.5897,71,23,polygon,FALSE,FALSE,America/Los_Angeles,3,95427,1840117533
Granite Bay,Granite Bay,CA,California,6061,Placer,6061,Placer,38.7601,-121.1714,22479,403,polygon,FALSE,FALSE,America/Los_Angeles,3,95746 95650,1840112347
Forest Ranch,Forest Ranch,CA,California,6007,Butte,6007,Butte,39.8952,-121.6705,557,15,polygon,FALSE,FALSE,America/Los_Angeles,3,95942,1840117278
Poway,Poway,CA,California,6073,San Diego,6073,San Diego,32.9872,-117.0201,50041,494,polygon,FALSE,TRUE,America/Los_Angeles,3,92064 92074,1840107711
Ballico,Ballico,CA,California,6047,Merced,6047,Merced,37.4519,-120.7037,383,48,polygon,FALSE,FALSE,America/Los_Angeles,3,95303,1840114459
Monrovia,Monrovia,CA,California,6037,Los Angeles,6037,Los Angeles,34.165,-117.9921,37061,1048,polygon,FALSE,TRUE,America/Los_Angeles,3,91016 91017 91185,1840107619
Orick,Orick,CA,California,6023,Humboldt,6023,Humboldt,41.2909,-124.0692,295,24,polygon,FALSE,FALSE,America/Los_Angeles,3,95555,1840117195
Lake Isabella,Lake Isabella,CA,California,6029,Kern,6029,Kern,35.6378,-118.4819,4287,76,polygon,FALSE,FALSE,America/Los_Angeles,3,93285 93240,1840112550
Bayview,Bayview,CA,California,6023,Humboldt,6023,Humboldt,40.7653,-124.1786,2466,1301,polygon,FALSE,FALSE,America/Los_Angeles,3,95503,1840111860
Nubieber,Nubieber,CA,California,6035,Lassen,6035,Lassen,41.0966,-121.1816,18,9,polygon,FALSE,FALSE,America/Los_Angeles,3,96068,1840117573
Lakeside,Lakeside,CA,California,6073,San Diego,6073,San Diego,32.856,-116.904,21827,1216,polygon,FALSE,FALSE,America/Los_Angeles,3,92021 92040,1840112574
Diamond Bar,Diamond Bar,CA,California,6037,Los Angeles,6037,Los Angeles,33.9991,-117.8161,56665,1471,polygon,FALSE,TRUE,America/Los_Angeles,3,91789 91765,1840107392
Visalia,Visalia,CA,California,6107,Tulare,6107,Tulare,36.3276,-119.3269,234573,1355,polygon,FALSE,TRUE,America/Los_Angeles,2,93277 93291 93292 93278 93279 93290,1840105770
Lindcove,Lindcove,CA,California,6107,Tulare,6107,Tulare,36.3595,-119.0721,419,237,polygon,FALSE,FALSE,America/Los_Angeles,3,93221,1840116489
La Riviera,La Riviera,CA,California,6067,Sacramento,6067,Sacramento,38.5683,-121.3544,10693,2173,polygon,FALSE,FALSE,America/Los_Angeles,2,95827 95826,1840112529
Jenner,Jenner,CA,California,6097,Sonoma,6097,Sonoma,38.4511,-123.1204,64,11,polygon,FALSE,FALSE,America/Los_Angeles,3,95450 95465,1840114561
Home Gardens,Home Gardens,CA,California,6065,Riverside,6065,Riverside,33.8784,-117.5116,11997,3064,polygon,FALSE,FALSE,America/Los_Angeles,2,92503 92879,1840112420
Moraga,Moraga,CA,California,6013,Contra Costa,6013,Contra Costa,37.8438,-122.1225,17630,719,polygon,FALSE,TRUE,America/Los_Angeles,3,94556 94575,1840106772
Kelseyville,Kelseyville,CA,California,6033,Lake,6033,Lake,38.9704,-122.8327,3647,488,polygon,FALSE,FALSE,America/Los_Angeles,3,95451,1840112487
Berry Creek,Berry Creek,CA,California,6007,Butte,6007,Butte,39.6314,-121.4052,1179,7,polygon,FALSE,FALSE,America/Los_Angeles,3,95916,1840117270
Hawaiian Gardens,Hawaiian Gardens,CA,California,6037,Los Angeles,6037,Los Angeles,33.8303,-118.0728,14450,5884,polygon,FALSE,TRUE,America/Los_Angeles,2,90716,1840105711
Meadow Valley,Meadow Valley,CA,California,6063,Plumas,6063,Plumas,39.9323,-121.0832,379,17,polygon,FALSE,FALSE,America/Los_Angeles,3,95956 95971,1840112799
Yettem,Yettem,CA,California,6107,Tulare,6107,Tulare,36.4866,-119.2551,420,1056,polygon,FALSE,FALSE,America/Los_Angeles,3,93292 93615,1840116518
Columbia,Columbia,CA,California,6109,Tuolumne,6109,Tuolumne,38.0333,-120.4097,2329,150,polygon,FALSE,FALSE,America/Los_Angeles,3,95310 95370,1840111712
Lytle Creek,Lytle Creek,CA,California,6071,San Bernardino,6071,San Bernardino,34.2499,-117.5044,901,57,polygon,FALSE,FALSE,America/Los_Angeles,3,92358,1840114586
Yosemite Valley,Yosemite Valley,CA,California,6043,Mariposa,6043,Mariposa,37.7407,-119.5779,996,186,polygon,FALSE,TRUE,America/Los_Angeles,3,95389,1840113475
Oak Park,Oak Park,CA,California,6111,Ventura,6111,Ventura,34.1849,-118.7669,14440,1053,polygon,FALSE,FALSE,America/Los_Angeles,3,91377,1840112942
East Palo Alto,East Palo Alto,CA,California,6081,San Mateo,6081,San Mateo,37.4671,-122.1352,29765,4558,polygon,FALSE,TRUE,America/Los_Angeles,2,94303,1840106447
Quincy,Quincy,CA,California,6063,Plumas,6063,Plumas,39.931,-120.9548,1936,176,polygon,FALSE,FALSE,America/Los_Angeles,3,95971,1840113085
Squaw Valley,Squaw Valley,CA,California,6019,Fresno,6019,Fresno,36.6944,-119.2,3044,20,polygon,FALSE,FALSE,America/Los_Angeles,3,93675 93646,1840112790
Timber Cove,Timber Cove,CA,California,6097,Sonoma,6097,Sonoma,38.541,-123.259,131,8,polygon,FALSE,TRUE,America/Los_Angeles,3,95450 95421,1840114681
Crockett,Crockett,CA,California,6013,Contra Costa,6013,Contra Costa,38.0519,-122.2201,3142,1142,polygon,FALSE,FALSE,America/Los_Angeles,3,94525,1840111744
Cupertino,Cupertino,CA,California,6085,Santa Clara,6085,Santa Clara,37.3168,-122.0465,60777,2074,polygon,FALSE,TRUE,America/Los_Angeles,2,95014 95015 95108 95170,1840011389
Bloomfield,Bloomfield,CA,California,6097,Sonoma,6097,Sonoma,38.3183,-122.8502,419,19,polygon,FALSE,FALSE,America/Los_Angeles,3,94952,1840114466
Seal Beach,Seal Beach,CA,California,6059,Orange,6059,Orange,33.7542,-118.0714,24326,832,polygon,FALSE,TRUE,America/Los_Angeles,3,92649 90743 90740,1840107780
Winchester,Winchester,CA,California,6065,Riverside,6065,Riverside,33.7146,-117.0775,2721,131,polygon,FALSE,FALSE,America/Los_Angeles,3,92545 92596,1840113443
Camino Tassajara,Camino Tassajara,CA,California,6013,Contra Costa,6013,Contra Costa,37.7909,-121.885,3717,1125,polygon,FALSE,FALSE,America/Los_Angeles,3,94506,1840114678
Oakhurst,Oakhurst,CA,California,6039,Madera,6039,Madera,37.3342,-119.6483,3605,232,polygon,FALSE,FALSE,America/Los_Angeles,3,93644,1840112945
Gridley,Gridley,CA,California,6007,Butte,6007,Butte,39.3622,-121.6971,8424,1224,polygon,FALSE,TRUE,America/Los_Angeles,3,95948,1840011407
McCloud,McCloud,CA,California,6093,Siskiyou,6093,Siskiyou,41.2541,-122.136,1108,176,polygon,FALSE,FALSE,America/Los_Angeles,3,96057,1840112229
Clyde,Clyde,CA,California,6013,Contra Costa,6013,Contra Costa,38.0252,-122.0278,901,2427,polygon,FALSE,FALSE,America/Los_Angeles,2,94520,1840111705
East Tulare Villa,East Tulare Villa,CA,California,6107,Tulare,6107,Tulare,36.2035,-119.2821,782,626,polygon,FALSE,TRUE,America/Los_Angeles,3,93274,1840116483
Armona,Armona,CA,California,6031,Kings,6031,Kings,36.3179,-119.7054,3730,756,polygon,FALSE,FALSE,America/Los_Angeles,3,93202 93230,1840111816
Glen Ellen,Glen Ellen,CA,California,6097,Sonoma,6097,Sonoma,38.3564,-122.5412,768,141,polygon,FALSE,FALSE,America/Los_Angeles,3,95442,1840112328
Riverside,Riverside,CA,California,6065,Riverside,6065,Riverside,33.9381,-117.3948,2084749,1557,polygon,FALSE,TRUE,America/Los_Angeles,1,92508 92503 92501 92505 92504 92507 92506 92502 92513 92514 92516 92517 92521 92522,1840107737
Iron Horse,Iron Horse,CA,California,6063,Plumas,6063,Plumas,39.7805,-120.4823,405,20,polygon,FALSE,FALSE,America/Los_Angeles,3,96122,1840112451
Alondra Park,Alondra Park,CA,California,6037,Los Angeles,6037,Los Angeles,33.8885,-118.335,7441,2596,polygon,FALSE,FALSE,America/Los_Angeles,2,90249 90260 90506,1840111782
Lake Wildwood,Lake Wildwood,CA,California,6057,Nevada,6057,Nevada,39.235,-121.2003,5315,671,polygon,FALSE,FALSE,America/Los_Angeles,3,95946,1840112567
Doyle,Doyle,CA,California,6035,Lassen,6035,Lassen,40.0275,-120.1172,533,33,polygon,FALSE,FALSE,America/Los_Angeles,3,96109,1840114521
East Porterville,East Porterville,CA,California,6107,Tulare,6107,Tulare,36.0573,-118.9713,6519,834,polygon,FALSE,FALSE,America/Los_Angeles,3,93257,1840112074
Montgomery Creek,Montgomery Creek,CA,California,6089,Shasta,6089,Shasta,40.8414,-121.9215,93,11,polygon,FALSE,FALSE,America/Los_Angeles,3,96065 96084,1840112852
Lincoln,Lincoln,CA,California,6061,Placer,6061,Placer,38.8759,-121.2916,47674,782,polygon,FALSE,TRUE,America/Los_Angeles,3,95648,1840011414
Pacheco,Pacheco,CA,California,6013,Contra Costa,6013,Contra Costa,37.9878,-122.07,4334,2258,polygon,FALSE,FALSE,America/Los_Angeles,2,94553,1840112986
Joshua Tree,Joshua Tree,CA,California,6071,San Bernardino,6071,San Bernardino,34.1236,-116.3128,7020,75,polygon,FALSE,FALSE,America/Los_Angeles,3,92252,1840112473
Emeryville,Emeryville,CA,California,6001,Alameda,6001,Alameda,37.8382,-122.2932,11758,3575,polygon,FALSE,TRUE,America/Los_Angeles,2,94608 94662,1840106464
Redwood Valley,Redwood Valley,CA,California,6045,Mendocino,6045,Mendocino,39.269,-123.2023,1747,246,polygon,FALSE,FALSE,America/Los_Angeles,3,95470,1840117586
El Nido,El Nido,CA,California,6047,Merced,6047,Merced,37.1324,-120.4985,341,39,polygon,FALSE,FALSE,America/Los_Angeles,3,95317,1840114527
Mohawk Vista,Mohawk Vista,CA,California,6063,Plumas,6063,Plumas,39.8048,-120.5883,104,3,polygon,FALSE,FALSE,America/Los_Angeles,3,96103,1840112841
Johannesburg,Johannesburg,CA,California,6029,Kern,6029,Kern,35.3718,-117.642,124,19,polygon,FALSE,FALSE,America/Los_Angeles,3,93528,1840112466
C-Road,C-Road,CA,California,6063,Plumas,6063,Plumas,39.7628,-120.577,103,14,polygon,FALSE,TRUE,America/Los_Angeles,3,96106 96103,1840111743
Camptonville,Camptonville,CA,California,6115,Yuba,6115,Yuba,39.4521,-121.0488,177,80,polygon,FALSE,FALSE,America/Los_Angeles,3,95960 95922,1840117526
Yorba Linda,Yorba Linda,CA,California,6059,Orange,6059,Orange,33.889,-117.7713,68229,1327,polygon,FALSE,TRUE,America/Los_Angeles,3,92886 92887 92885,1840105777
Woodville,Woodville,CA,California,6107,Tulare,6107,Tulare,36.0898,-119.205,1770,157,polygon,FALSE,FALSE,America/Los_Angeles,3,93274 93257,1840113465
San Buenaventura,San Buenaventura,CA,California,6111,Ventura,6111,Ventura,34.2741,-119.2314,110790,1954,polygon,FALSE,TRUE,America/Los_Angeles,2,93004 93001 93003 93002 93005 93006 93007 93009,1840113581
Midway City,Midway City,CA,California,6059,Orange,6059,Orange,33.7451,-117.9849,8819,5616,polygon,FALSE,FALSE,America/Los_Angeles,2,92655,1840114601
Oroville,Oroville,CA,California,6007,Butte,6007,Butte,39.4999,-121.5634,45655,533,polygon,FALSE,TRUE,America/Los_Angeles,3,95965 95966 95940,1840011432
Empire,Empire,CA,California,6099,Stanislaus,6099,Stanislaus,37.6432,-120.9045,4177,1009,polygon,FALSE,FALSE,America/Los_Angeles,3,95319 95357,1840112120
Carlsbad,Carlsbad,CA,California,6073,San Diego,6073,San Diego,33.1247,-117.2837,115330,1179,polygon,FALSE,TRUE,America/Los_Angeles,2,92008 92009 92011 92010 92013 92018,1840107339
Aguanga,Aguanga,CA,California,6065,Riverside,6065,Riverside,33.4522,-116.8555,830,23,polygon,FALSE,FALSE,America/Los_Angeles,3,92536,1840114450
Cutler,Cutler,CA,California,6107,Tulare,6107,Tulare,36.5263,-119.2883,5850,2799,polygon,FALSE,FALSE,America/Los_Angeles,2,93615,1840112642
Cambrian Park,Cambrian Park,CA,California,6085,Santa Clara,6085,Santa Clara,37.2563,-121.9288,3098,2005,polygon,FALSE,FALSE,America/Los_Angeles,2,95124,1840111987
San Lucas,San Lucas,CA,California,6053,Monterey,6053,Monterey,36.1283,-121.0218,346,338,polygon,FALSE,FALSE,America/Los_Angeles,3,93954,1840113216
Whitehawk,Whitehawk,CA,California,6063,Plumas,6063,Plumas,39.7206,-120.5536,49,7,polygon,FALSE,FALSE,America/Los_Angeles,3,96106,1840113425
Snelling,Snelling,CA,California,6047,Merced,6047,Merced,37.5216,-120.4385,115,82,polygon,FALSE,FALSE,America/Los_Angeles,3,95369,1840114665
Bear Valley,Bear Valley,CA,California,6043,Mariposa,6043,Mariposa,37.5671,-120.123,233,12,polygon,FALSE,FALSE,America/Los_Angeles,3,95338,1840114461
Ahwahnee,Ahwahnee,CA,California,6039,Madera,6039,Madera,37.3652,-119.7194,2340,90,polygon,FALSE,FALSE,America/Los_Angeles,3,93601 93644,1840117514
Temple City,Temple City,CA,California,6037,Los Angeles,6037,Los Angeles,34.1022,-118.0579,36367,3506,polygon,FALSE,TRUE,America/Los_Angeles,2,91780,1840106193
Willow Creek,Willow Creek,CA,California,6023,Humboldt,6023,Humboldt,40.9385,-123.6412,1434,18,polygon,FALSE,FALSE,America/Los_Angeles,3,95573,1840113435
Artois,Artois,CA,California,6021,Glenn,6021,Glenn,39.6332,-122.1898,376,50,polygon,FALSE,FALSE,America/Los_Angeles,3,95963 95988,1840117518
Blythe,Blythe,CA,California,6065,Riverside,6065,Riverside,33.6219,-114.6195,12228,284,polygon,FALSE,TRUE,America/Los_Angeles,3,92225 92226,1840107295
Coloma,Coloma,CA,California,6017,El Dorado,6017,El Dorado,38.8026,-120.8946,663,76,polygon,FALSE,FALSE,America/Los_Angeles,3,95667 95633 95651,1840114501
Freedom,Freedom,CA,California,6087,Santa Cruz,6087,Santa Cruz,36.9402,-121.7954,3183,1082,polygon,FALSE,FALSE,America/Los_Angeles,3,95076 95019,1840112290
Maywood,Maywood,CA,California,6037,Los Angeles,6037,Los Angeles,33.9885,-118.1877,27586,9038,polygon,FALSE,TRUE,America/Los_Angeles,2,90270,1840107597
Green Acres,Green Acres,CA,California,6065,Riverside,6065,Riverside,33.735,-117.0783,2776,765,polygon,FALSE,FALSE,America/Los_Angeles,3,92545 92596,1840118274
Fairbanks Ranch,Fairbanks Ranch,CA,California,6073,San Diego,6073,San Diego,32.9919,-117.1859,3024,229,polygon,FALSE,FALSE,America/Los_Angeles,3,92067,1840112140
Rodeo,Rodeo,CA,California,6013,Contra Costa,6013,Contra Costa,38.0368,-122.2526,10174,1048,polygon,FALSE,FALSE,America/Los_Angeles,3,94525 94572,1840113160
Avenal,Avenal,CA,California,6031,Kings,6031,Kings,36.0312,-120.116,12425,247,polygon,FALSE,TRUE,America/Los_Angeles,3,93204 93239,1840107273
Pine Mountain Lake,Pine Mountain Lake,CA,California,6109,Tuolumne,6109,Tuolumne,37.8599,-120.1843,2343,47,polygon,FALSE,TRUE,America/Los_Angeles,3,95321,1840114634
Alderpoint,Alderpoint,CA,California,6023,Humboldt,6023,Humboldt,40.1614,-123.6157,113,17,polygon,FALSE,FALSE,America/Los_Angeles,3,95511,1840106214
Lincoln Village,Lincoln Village,CA,California,6077,San Joaquin,6077,San Joaquin,38.0054,-121.3339,4931,2586,polygon,FALSE,FALSE,America/Los_Angeles,2,95207,1840112620
Elverta,Elverta,CA,California,6067,Sacramento,6067,Sacramento,38.7185,-121.4455,5606,244,polygon,FALSE,FALSE,America/Los_Angeles,3,95626,1840114530
San Jose,San Jose,CA,California,6085,Santa Clara,6085,Santa Clara,37.3021,-121.8489,1821899,2257,polygon,FALSE,TRUE,America/Los_Angeles,1,95118 95128 95124 95125 95123 95008 95002 95117 95116 95111 95110 95113 95112 95119 95126 95127 95120 95121 95148 95133 95132 95131 95130 95136 95135 95134 95139 95138 95037 95013 95129 95122 95101 95103 95106 95109 95115 95141 95150 95151 95153 95154 95155 95156 95157 95158 95159 95160 95161 95164 95172 95173 95190 95191 95192 95193 95194 95196,1840105790
South Taft,South Taft,CA,California,6029,Kern,6029,Kern,35.1293,-119.4575,1417,508,polygon,FALSE,FALSE,America/Los_Angeles,3,93268,1840112770
Arden-Arcade,Arden-Arcade,CA,California,6067,Sacramento,6067,Sacramento,38.6034,-121.381,98616,2132,polygon,FALSE,TRUE,America/Los_Angeles,2,95864 95821 95825 95608 95860 95865 95866,1840111810
Cartago,Cartago,CA,California,6027,Inyo,6027,Inyo,36.3123,-118.0261,11,3,polygon,FALSE,FALSE,America/Los_Angeles,3,93549,1840112016
Monte Sereno,Monte Sereno,CA,California,6085,Santa Clara,6085,Santa Clara,37.2404,-121.9881,3578,851,polygon,FALSE,TRUE,America/Los_Angeles,3,95030,1840011466
Lost Hills,Lost Hills,CA,California,6029,Kern,6029,Kern,35.6254,-119.6789,2055,142,polygon,FALSE,FALSE,America/Los_Angeles,3,93249,1840112179
Imperial,Imperial,CA,California,6025,Imperial,6025,Imperial,32.8388,-115.5723,17550,1111,polygon,FALSE,TRUE,America/Los_Angeles,3,92251,1840105719
Adelanto,Adelanto,CA,California,6071,San Bernardino,6071,San Bernardino,34.5815,-117.4397,34066,248,polygon,FALSE,TRUE,America/Los_Angeles,3,92301,1840107240
